Bowler,venue,BattingTeam,Phase,Batter,Innings,winner,TotalRuns,ExtrasRuns,WicketDeliveries,Balls,Boundaries,WinLoss,battingStyles_x,bowlingStyles,longBowlingStyles,EconomyRate,StrikeRate,BoundaryPercentage,Selected,Year
Kartik Tyagi,"Wankhede Stadium, Mumbai",Mumbai Indians,MiddleOvers,RG Sharma,2,Mumbai Indians,10,1,0.0,6,2,0,rhb,rf,right-arm fast,10.0,inf,33.33333333333333,0,2023
Kartik Tyagi,"Wankhede Stadium, Mumbai",Mumbai Indians,Powerplay,C Green,2,Mumbai Indians,16,1,0.0,4,3,0,rhb,rf,right-arm fast,24.0,inf,75.0,0,2023
Kartik Tyagi,"Wankhede Stadium, Mumbai",Mumbai Indians,Powerplay,RG Sharma,2,Mumbai Indians,2,0,0.0,3,0,0,rhb,rf,right-arm fast,4.0,inf,0.0,1,2023
Kartik Tyagi,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,DeathOvers,GJ Maxwell,1,Royal Challengers Bangalore,3,1,1.0,3,0,0,rhb,rf,right-arm fast,6.0,3.0,0.0,1,2023
Kartik Tyagi,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,DeathOvers,KD Karthik,1,Royal Challengers Bangalore,8,0,0.0,4,1,0,rhb,rf,right-arm fast,12.0,inf,25.0,0,2023
Kartik Tyagi,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,MiddleOvers,F du Plessis,1,Royal Challengers Bangalore,6,0,0.0,6,1,0,rhb,rf,right-arm fast,6.0,inf,16.666666666666664,1,2023
Kartik Tyagi,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,MiddleOvers,GJ Maxwell,1,Royal Challengers Bangalore,6,1,0.0,6,1,0,rhb,rf,right-arm fast,6.0,inf,16.666666666666664,1,2023
Kartik Tyagi,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,MiddleOvers,RM Patidar,1,Royal Challengers Bangalore,2,1,0.0,2,0,0,rhb,rf,right-arm fast,6.0,inf,0.0,1,2023
Kartik Tyagi,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Powerplay,F du Plessis,1,Royal Challengers Bangalore,12,1,0.0,4,2,0,rhb,rf,right-arm fast,18.0,inf,50.0,0,2023
Kartik Tyagi,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Powerplay,RM Patidar,1,Royal Challengers Bangalore,5,0,0.0,3,1,0,rhb,rf,right-arm fast,10.0,inf,33.33333333333333,0,2023
Kartik Tyagi,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,DeathOvers,AR Patel,1,Delhi Capitals,6,2,0.0,5,0,0,lhb,rf,right-arm fast,7.199999999999999,inf,0.0,0,2023
Kartik Tyagi,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,DeathOvers,Lalit Yadav,1,Delhi Capitals,5,0,0.0,3,1,0,rhb,rf,right-arm fast,10.0,inf,33.33333333333333,0,2023
Kartik Tyagi,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,MiddleOvers,Lalit Yadav,1,Delhi Capitals,2,1,0.0,2,0,0,rhb,rf,right-arm fast,6.0,inf,0.0,1,2023
Kartik Tyagi,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,MiddleOvers,SO Hetmyer,1,Delhi Capitals,14,1,0.0,5,3,0,lhb,rf,right-arm fast,16.8,inf,60.0,0,2023
Kartik Tyagi,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,Powerplay,RR Pant,1,Delhi Capitals,5,0,0.0,4,1,0,lhb,rf,right-arm fast,7.5,inf,25.0,0,2023
Kartik Tyagi,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,Powerplay,S Dhawan,1,Delhi Capitals,0,0,1.0,1,0,0,lhb,rf,right-arm fast,0.0,1.0,0.0,1,2023
Kartik Tyagi,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,Powerplay,SS Iyer,1,Delhi Capitals,9,2,0.0,9,1,0,rhb,rf,right-arm fast,6.0,inf,11.11111111111111,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,MiddleOvers,DP Conway,1,Chennai Super Kings,4,0,0.0,5,0,0,lhb,lws,left-arm wrist-spin,4.8,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,MiddleOvers,RD Gaikwad,1,Chennai Super Kings,22,0,0.0,7,3,0,rhb,lws,left-arm wrist-spin,18.857142857142858,inf,42.85714285714285,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Powerplay,DP Conway,1,Chennai Super Kings,2,0,0.0,2,0,0,lhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Powerplay,RD Gaikwad,1,Chennai Super Kings,6,0,0.0,4,1,0,rhb,lws,left-arm wrist-spin,9.0,inf,25.0,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Gujarat Titans,MiddleOvers,Azmatullah Omarzai,2,Delhi Capitals,1,0,0.0,1,0,1,rhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Gujarat Titans,MiddleOvers,B Sai Sudharsan,2,Delhi Capitals,15,0,0.0,11,1,1,lhb,lws,left-arm wrist-spin,8.181818181818182,inf,9.090909090909092,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Gujarat Titans,MiddleOvers,B Sai Sudharsan,2,Gujarat Titans,8,1,0.0,9,0,0,lhb,lws,left-arm wrist-spin,5.333333333333333,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Gujarat Titans,MiddleOvers,DA Miller,2,Delhi Capitals,8,0,0.0,5,1,1,lhb,lws,left-arm wrist-spin,9.6,inf,20.0,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Gujarat Titans,MiddleOvers,DA Miller,2,Gujarat Titans,2,0,0.0,3,0,0,lhb,lws,left-arm wrist-spin,4.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Gujarat Titans,MiddleOvers,R Tewatia,2,Delhi Capitals,2,0,1.0,3,0,1,lhb,lws,left-arm wrist-spin,4.0,3.0,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Gujarat Titans,MiddleOvers,V Shankar,2,Gujarat Titans,8,0,0.0,7,1,0,rhb,lws,left-arm wrist-spin,6.857142857142857,inf,14.285714285714285,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Gujarat Titans,MiddleOvers,WP Saha,2,Delhi Capitals,3,1,1.0,5,0,1,rhb,lws,left-arm wrist-spin,3.6,5.0,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,DeathOvers,AD Russell,1,Delhi Capitals,2,1,0.0,4,0,1,rhb,lws,left-arm wrist-spin,3.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,DeathOvers,CV Varun,1,Delhi Capitals,1,0,0.0,3,0,1,rhb,lws,left-arm wrist-spin,2.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,MiddleOvers,AD Russell,1,Delhi Capitals,1,0,0.0,1,0,1,rhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,MiddleOvers,AS Roy,1,Delhi Capitals,0,0,1.0,1,0,1,lhb,lws,left-arm wrist-spin,0.0,1.0,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,MiddleOvers,JJ Roy,1,Delhi Capitals,8,0,1.0,7,1,1,rhb,lws,left-arm wrist-spin,6.857142857142857,7.0,14.285714285714285,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,MiddleOvers,RK Singh,1,Delhi Capitals,2,0,0.0,2,0,1,lhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,MiddleOvers,UT Yadav,1,Delhi Capitals,1,0,0.0,1,0,1,rhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Lucknow Super Giants,MiddleOvers,Arshad Khan,2,Delhi Capitals,12,0,0.0,6,2,1,lhb,lws,left-arm wrist-spin,12.0,inf,33.33333333333333,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Lucknow Super Giants,MiddleOvers,KH Pandya,2,Delhi Capitals,7,0,1.0,8,1,1,lhb,lws,left-arm wrist-spin,5.25,8.0,12.5,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Lucknow Super Giants,MiddleOvers,N Pooran,2,Delhi Capitals,3,0,0.0,2,0,1,lhb,lws,left-arm wrist-spin,9.0,inf,0.0,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Lucknow Super Giants,MiddleOvers,Yudhvir Singh,2,Delhi Capitals,1,0,0.0,2,0,1,rhb,lws,left-arm wrist-spin,3.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Lucknow Super Giants,Powerplay,A Badoni,2,Delhi Capitals,1,0,0.0,1,0,1,rhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Lucknow Super Giants,Powerplay,N Pooran,2,Delhi Capitals,9,0,0.0,5,1,1,lhb,lws,left-arm wrist-spin,10.8,inf,20.0,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Mumbai Indians,MiddleOvers,HH Pandya,1,Mumbai Indians,2,0,0.0,3,0,0,rhb,lws,left-arm wrist-spin,4.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Mumbai Indians,MiddleOvers,HH Pandya,2,Delhi Capitals,18,0,0.0,5,4,1,rhb,lws,left-arm wrist-spin,21.6,inf,75.05000000000109,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Mumbai Indians,MiddleOvers,Naman Dhir,1,Mumbai Indians,1,0,0.0,1,0,0,rhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Mumbai Indians,MiddleOvers,RD Rickelton,1,Mumbai Indians,1,0,1.0,2,0,0,,lws,left-arm wrist-spin,3.0,2.0,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Mumbai Indians,MiddleOvers,RG Sharma,2,Mumbai Indians,7,0,0.0,4,1,0,rhb,lws,left-arm wrist-spin,10.5,inf,25.0,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Mumbai Indians,MiddleOvers,SA Yadav,1,Mumbai Indians,6,0,1.0,7,1,0,rhb,lws,left-arm wrist-spin,5.142857142857142,7.0,14.285714285714285,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Mumbai Indians,MiddleOvers,TH David,2,Delhi Capitals,1,0,0.0,1,0,1,rhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Mumbai Indians,MiddleOvers,Tilak Varma,1,Mumbai Indians,13,0,0.0,11,2,0,,lws,left-arm wrist-spin,7.090909090909091,inf,18.181818181818183,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Mumbai Indians,MiddleOvers,Tilak Varma,2,Delhi Capitals,21,0,0.0,6,4,1,,lws,left-arm wrist-spin,21.0,inf,66.66666666666666,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Mumbai Indians,MiddleOvers,Tilak Varma,2,Mumbai Indians,16,0,0.0,8,2,0,,lws,left-arm wrist-spin,12.0,inf,25.0,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Powerplay,HH Pandya,2,Delhi Capitals,3,0,0.0,3,0,1,rhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Powerplay,Tilak Varma,2,Delhi Capitals,4,1,0.0,4,0,1,,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Punjab Kings,DeathOvers,Harpreet Brar,1,Punjab Kings,0,0,1.0,1,0,0,lhb,lws,left-arm wrist-spin,0.0,1.0,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Punjab Kings,DeathOvers,M Shahrukh Khan,1,Punjab Kings,1,0,0.0,1,0,0,rhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Punjab Kings,DeathOvers,P Simran Singh,1,Punjab Kings,11,0,0.0,4,2,0,,lws,left-arm wrist-spin,16.5,inf,50.0,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Punjab Kings,MiddleOvers,P Simran Singh,1,Punjab Kings,16,0,0.0,11,2,0,,lws,left-arm wrist-spin,8.727272727272728,inf,18.181818181818183,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Punjab Kings,MiddleOvers,SM Curran,1,Punjab Kings,4,0,0.0,7,0,0,lhb,lws,left-arm wrist-spin,3.4285714285714284,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,DeathOvers,D Ferreira,2,Delhi Capitals,0,0,1.0,1,0,1,rhb,lws,left-arm wrist-spin,0.0,1.0,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,DeathOvers,R Ashwin,2,Delhi Capitals,2,0,1.0,3,0,1,rhb,lws,left-arm wrist-spin,4.0,3.0,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,DeathOvers,R Powell,2,Delhi Capitals,2,0,0.0,2,0,1,rhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,MiddleOvers,R Parag,2,Delhi Capitals,7,0,0.0,5,1,1,rhb,lws,left-arm wrist-spin,8.4,inf,20.0,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,MiddleOvers,SB Dubey,2,Delhi Capitals,1,0,0.0,2,0,1,lhb,lws,left-arm wrist-spin,3.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,MiddleOvers,SV Samson,2,Delhi Capitals,10,1,0.0,6,1,1,rhb,lws,left-arm wrist-spin,10.0,inf,16.666666666666664,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Powerplay,R Parag,2,Delhi Capitals,1,0,0.0,3,0,1,rhb,lws,left-arm wrist-spin,2.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Powerplay,SV Samson,2,Delhi Capitals,2,0,0.0,3,0,1,rhb,lws,left-arm wrist-spin,4.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,MiddleOvers,F du Plessis,1,Delhi Capitals,6,0,0.0,7,0,1,rhb,lws,left-arm wrist-spin,5.142857142857142,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,MiddleOvers,MK Lomror,1,Delhi Capitals,20,0,0.0,8,3,1,lhb,lws,left-arm wrist-spin,15.0,inf,37.5,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,MiddleOvers,V Kohli,1,Delhi Capitals,11,0,0.0,9,1,1,rhb,lws,left-arm wrist-spin,7.333333333333333,inf,11.11111111111111,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,DeathOvers,Nithish Kumar Reddy,1,Sunrisers Hyderabad,10,0,1.0,5,1,0,,lws,left-arm wrist-spin,12.0,5.0,20.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,DeathOvers,Shahbaz Ahmed,1,Sunrisers Hyderabad,1,0,0.0,1,0,0,lhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,MiddleOvers,AK Markram,1,Sunrisers Hyderabad,2,0,0.0,3,0,0,rhb,lws,left-arm wrist-spin,4.0,inf,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,MiddleOvers,Abdul Samad,1,Sunrisers Hyderabad,8,0,0.0,3,1,0,rhb,lws,left-arm wrist-spin,16.0,inf,33.33333333333333,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,MiddleOvers,Abhishek Sharma,1,Sunrisers Hyderabad,5,0,0.0,3,1,0,lhb,lws,left-arm wrist-spin,10.0,inf,33.33333333333333,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,MiddleOvers,H Klaasen,1,Sunrisers Hyderabad,17,1,0.0,8,2,0,rhb,lws,left-arm wrist-spin,12.75,inf,25.0,0,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,MiddleOvers,TM Head,1,Sunrisers Hyderabad,2,1,1.0,3,0,0,lhb,lws,left-arm wrist-spin,4.0,3.0,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Powerplay,AK Markram,1,Sunrisers Hyderabad,3,0,1.0,7,0,0,rhb,lws,left-arm wrist-spin,2.571428571428571,7.0,0.0,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Powerplay,Abhishek Sharma,1,Sunrisers Hyderabad,32,0,1.0,8,5,0,lhb,lws,left-arm wrist-spin,24.0,8.0,62.5,1,2023
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Powerplay,TM Head,1,Sunrisers Hyderabad,2,0,0.0,3,0,0,lhb,lws,left-arm wrist-spin,4.0,inf,0.0,1,2023
Kuldeep Yadav,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,MiddleOvers,JC Buttler,1,Rajasthan Royals,20,0,0.0,15,2,0,rhb,lws,left-arm wrist-spin,8.0,inf,13.333333333333334,0,2023
Kuldeep Yadav,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,MiddleOvers,R Parag,1,Rajasthan Royals,2,0,0.0,3,0,0,rhb,lws,left-arm wrist-spin,4.0,inf,0.0,1,2023
Kuldeep Yadav,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,MiddleOvers,SO Hetmyer,1,Rajasthan Royals,1,0,0.0,2,0,0,lhb,lws,left-arm wrist-spin,3.0,inf,0.0,1,2023
Kuldeep Yadav,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,MiddleOvers,SV Samson,1,Rajasthan Royals,0,0,1.0,1,0,0,rhb,lws,left-arm wrist-spin,0.0,1.0,0.0,1,2023
Kuldeep Yadav,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,MiddleOvers,YBK Jaiswal,1,Rajasthan Royals,8,0,0.0,3,1,0,lhb,lws,left-arm wrist-spin,16.0,inf,33.33333333333333,0,2023
Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,DeathOvers,A Badoni,1,Delhi Capitals,2,0,0.0,2,0,1,rhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,DeathOvers,DA Miller,1,Delhi Capitals,4,1,0.0,5,0,1,lhb,lws,left-arm wrist-spin,4.8,inf,0.0,1,2023
Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MiddleOvers,A Badoni,1,Delhi Capitals,10,0,0.0,10,0,1,rhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MiddleOvers,Abdul Samad,1,Delhi Capitals,2,0,0.0,2,0,1,rhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MiddleOvers,Arshad Khan,1,Delhi Capitals,7,1,0.0,7,0,1,lhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MiddleOvers,DA Miller,1,Delhi Capitals,5,0,0.0,3,1,1,lhb,lws,left-arm wrist-spin,10.0,inf,33.33333333333333,0,2023
Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MiddleOvers,DJ Hooda,1,Delhi Capitals,4,0,0.0,5,0,1,rhb,lws,left-arm wrist-spin,4.8,inf,0.0,1,2023
Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MiddleOvers,DJ Hooda,1,Lucknow Super Giants,5,0,1.0,5,0,0,rhb,lws,left-arm wrist-spin,6.0,5.0,0.0,1,2023
Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MiddleOvers,KH Pandya,1,Lucknow Super Giants,3,2,0.0,3,0,0,lhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MiddleOvers,KL Rahul,1,Delhi Capitals,1,0,1.0,3,0,1,rhb,lws,left-arm wrist-spin,2.0,3.0,0.0,1,2023
Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MiddleOvers,KR Mayers,1,Lucknow Super Giants,17,0,0.0,7,2,0,lhb,lws,left-arm wrist-spin,14.571428571428571,inf,28.57142857142857,0,2023
Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MiddleOvers,MP Stoinis,1,Delhi Capitals,1,0,1.0,2,0,1,rhb,lws,left-arm wrist-spin,3.0,2.0,0.0,1,2023
Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MiddleOvers,MP Stoinis,1,Lucknow Super Giants,9,0,0.0,4,1,0,rhb,lws,left-arm wrist-spin,13.5,inf,25.0,0,2023
Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MiddleOvers,MR Marsh,1,Delhi Capitals,8,0,0.0,6,0,1,rhb,lws,left-arm wrist-spin,8.0,inf,0.0,0,2023
Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MiddleOvers,N Pooran,1,Delhi Capitals,9,0,1.0,5,2,1,lhb,lws,left-arm wrist-spin,10.8,5.0,40.0,1,2023
Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MiddleOvers,N Pooran,1,Lucknow Super Giants,3,0,0.0,5,0,0,lhb,lws,left-arm wrist-spin,3.6,inf,0.0,1,2023
Kuldeep Yadav,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,MiddleOvers,AD Russell,2,Delhi Capitals,3,1,0.0,4,0,1,rhb,lws,left-arm wrist-spin,4.5,inf,0.0,1,2023
Kuldeep Yadav,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,MiddleOvers,N Rana,2,Delhi Capitals,10,0,0.0,6,1,1,lhb,lws,left-arm wrist-spin,10.0,inf,16.666666666666664,0,2023
Kuldeep Yadav,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,MiddleOvers,PJ Cummins,2,Delhi Capitals,0,0,1.0,1,0,1,rhb,lws,left-arm wrist-spin,0.0,1.0,0.0,1,2023
Kuldeep Yadav,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,MiddleOvers,SP Narine,2,Delhi Capitals,4,0,1.0,2,1,1,lhb,lws,left-arm wrist-spin,12.0,2.0,50.0,1,2023
Kuldeep Yadav,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,MiddleOvers,SS Iyer,2,Delhi Capitals,17,1,1.0,11,2,1,rhb,lws,left-arm wrist-spin,9.272727272727272,11.0,18.181818181818183,1,2023
Kuldeep Yadav,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,MiddleOvers,SW Billings,2,Delhi Capitals,1,0,0.0,1,0,1,,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,MiddleOvers,UT Yadav,2,Delhi Capitals,0,0,1.0,1,0,1,rhb,lws,left-arm wrist-spin,0.0,1.0,0.0,1,2023
Kuldeep Yadav,"Brabourne Stadium, Mumbai",Mumbai Indians,MiddleOvers,Anmolpreet Singh,1,Delhi Capitals,4,0,1.0,6,0,1,rhb,lws,left-arm wrist-spin,4.0,6.0,0.0,1,2023
Kuldeep Yadav,"Brabourne Stadium, Mumbai",Mumbai Indians,MiddleOvers,Ishan Kishan,1,Delhi Capitals,5,0,0.0,5,0,1,lhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Brabourne Stadium, Mumbai",Mumbai Indians,MiddleOvers,KA Pollard,1,Delhi Capitals,2,0,1.0,3,0,1,,lws,left-arm wrist-spin,4.0,3.0,0.0,1,2023
Kuldeep Yadav,"Brabourne Stadium, Mumbai",Mumbai Indians,MiddleOvers,RG Sharma,1,Delhi Capitals,2,0,1.0,2,0,1,rhb,lws,left-arm wrist-spin,6.0,2.0,0.0,1,2023
Kuldeep Yadav,"Brabourne Stadium, Mumbai",Mumbai Indians,MiddleOvers,TH David,1,Delhi Capitals,1,0,0.0,1,0,1,rhb,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Brabourne Stadium, Mumbai",Mumbai Indians,MiddleOvers,Tilak Varma,1,Delhi Capitals,1,0,0.0,1,0,1,,lws,left-arm wrist-spin,6.0,inf,0.0,1,2023
Kuldeep Yadav,"Brabourne Stadium, Mumbai",Mumbai Indians,Powerplay,Ishan Kishan,1,Delhi Capitals,1,0,0.0,3,0,1,lhb,lws,left-arm wrist-spin,2.0,inf,0.0,1,2023
Kuldeep Yadav,"Brabourne Stadium, Mumbai",Mumbai Indians,Powerplay,RG Sharma,1,Delhi Capitals,2,0,0.0,3,0,1,rhb,lws,left-arm wrist-spin,4.0,inf,0.0,1,2023
